time,gameScreenX,gameScreenY,windowsX,windowsY,viewportX,viewportY,rawScreenX,rawScreenY,screenWidth,screenHeight,isValid
4.6792,,,,,,,,,1920,1080,0
4.7042,,,,,,,,,1920,1080,0
4.7247,,,,,,,,,1920,1080,0
4.7455,,,,,,,,,1920,1080,0
4.7668,,,,,,,,,1920,1080,0
4.7874,,,,,,,,,1920,1080,0
4.8115,,,,,,,,,1920,1080,0
4.8383,,,,,,,,,1920,1080,0
4.8601,,,,,,,,,1920,1080,0
4.8842,,,,,,,,,1920,1080,0
4.9077,,,,,,,,,1920,1080,0
4.9289,,,,,,,,,1920,1080,0
4.9554,,,,,,,,,1920,1080,0
4.9770,,,,,,,,,1920,1080,0
4.9979,,,,,,,,,1920,1080,0
5.0194,,,,,,,,,1920,1080,0
5.0426,,,,,,,,,1920,1080,0
5.0644,,,,,,,,,1920,1080,0
5.0898,,,,,,,,,1920,1080,0
5.1109,,,,,,,,,1920,1080,0
5.1363,,,,,,,,,1920,1080,0
5.1575,,,,,,,,,1920,1080,0
5.1837,,,,,,,,,1920,1080,0
5.2073,,,,,,,,,1920,1080,0
5.2310,,,,,,,,,1920,1080,0
5.2522,,,,,,,,,1920,1080,0
5.2790,,,,,,,,,1920,1080,0
5.3054,,,,,,,,,1920,1080,0
5.3278,,,,,,,,,1920,1080,0
5.3483,,,,,,,,,1920,1080,0
5.3719,,,,,,,,,1920,1080,0
5.3977,,,,,,,,,1920,1080,0
5.4236,,,,,,,,,1920,1080,0
5.4516,,,,,,,,,1920,1080,0
5.4778,,,,,,,,,1920,1080,0
5.4984,,,,,,,,,1920,1080,0
5.5250,,,,,,,,,1920,1080,0
5.5507,,,,,,,,,1920,1080,0
5.5774,,,,,,,,,1920,1080,0
5.5992,,,,,,,,,1920,1080,0
5.6217,,,,,,,,,1920,1080,0
5.6425,,,,,,,,,1920,1080,0
5.6682,,,,,,,,,1920,1080,0
5.6971,,,,,,,,,1920,1080,0
5.7243,,,,,,,,,1920,1080,0
5.7515,,,,,,,,,1920,1080,0
5.7755,,,,,,,,,1920,1080,0
